Issuer Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Nominal,Price,Location,Exchange,Market Currency
AMCR,AMCOR PLC,Materials,Equity,27841218.58,0.01926,27841218.58,721462,38.59,United States,New York Stock Exchange Inc.,USD
INF,INFORMA PLC,Communication,Equity,27800298.77,0.01923,27800298.77,2570634,10.81,United Kingdom,London Stock Exchange,GBP
SMCI,SUPER MICRO COMPUTER INC,Information Technology,Equity,27757090.8,0.0192,27757090.8,840360,33.03,United States,NASDAQ,USD
GMAB,GENMAB,Health Care,Equity,27758843.38,0.0192,27758843.38,105463,263.21,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
LII,LENNOX INTERNATIONAL INC,Industrials,Equity,27655640.7,0.01913,27655640.7,53765,514.38,United States,New York Stock Exchange Inc.,USD
FOXA,FOX CORP CLASS A,Communication,Equity,27607040.76,0.0191,27607040.76,422643,65.32,United States,NASDAQ,USD
LDOS,LEIDOS HOLDINGS INC,Industrials,Equity,27437697,0.01898,27437697,218540,125.55,United States,New York Stock Exchange Inc.,USD
FLUT,FLUTTER ENTERTAINMENT PLC,Consumer Discretionary,Equity,27439956.85,0.01898,27439956.85,292381,93.85,United States,New York Stock Exchange Inc.,USD
STO,SANTOS LTD,Energy,Equity,27366880.95,0.01893,27366880.95,4936758,5.54,Australia,Asx - All Markets,AUD
BBD.B,BOMBARDIER INC CLASS B,Industrials,Equity,27301172.78,0.01889,27301172.78,139784,195.31,Canada,Toronto Stock Exchange,CAD
BALL,BALL CORP,Materials,Equity,27166672.34,0.01879,27166672.34,479807,56.62,United States,New York Stock Exchange Inc.,USD
IONQ,IONQ INC,Information Technology,Equity,27085438.59,0.01874,27085438.59,471297,57.47,United States,New York Stock Exchange Inc.,USD
ORG,ORIGIN ENERGY LTD,Utilities,Equity,27071599.37,0.01873,27071599.37,3215140,8.42,Australia,Asx - All Markets,AUD
GPN,GLOBAL PAYMENTS INC,Financials,Equity,27048548.23,0.01871,27048548.23,401731,67.33,United States,New York Stock Exchange Inc.,USD
CSL,CARLISLE COMPANIES INC,Industrials,Equity,27021449.05,0.01869,27021449.05,77659,347.95,United States,New York Stock Exchange Inc.,USD
FBK,FINECOBANK BANCA FINECO,Financials,Equity,26994236.19,0.01867,26994236.19,1068493,25.26,Italy,Borsa Italiana,EUR
ROL,ROLLINS INC,Industrials,Equity,26912782.32,0.01862,26912782.32,503796,53.42,United States,New York Stock Exchange Inc.,USD
4452,KAO CORP,Consumer Staples,Equity,26778280.89,0.01852,26778280.89,718624,37.26,Japan,Tokyo Stock Exchange,JPY
6326,KUBOTA CORP,Industrials,Equity,26691408.33,0.01846,26691408.33,1470771,18.15,Japan,Tokyo Stock Exchange,JPY
6361,EBARA CORP,Industrials,Equity,26669763.82,0.01845,26669763.82,736200,36.23,Japan,Tokyo Stock Exchange,JPY
7936,ASICS CORP,Consumer Discretionary,Equity,26581681.37,0.01839,26581681.37,935000,28.43,Japan,Tokyo Stock Exchange,JPY
7013,IHI CORP,Industrials,Equity,26565418.13,0.01838,26565418.13,1567900,16.94,Japan,Tokyo Stock Exchange,JPY
UPM,UPM-KYMMENE,Materials,Equity,26568357.92,0.01838,26568357.92,897667,29.6,Finland,Nasdaq Omx Helsinki Ltd.,EUR
EQT,EQT,Financials,Equity,26516696.19,0.01834,26516696.19,811173,32.69,Sweden,Nasdaq Omx Nordic,SEK
5713,SUMITOMO METAL MINING LTD,Materials,Equity,26493969.65,0.01833,26493969.65,396582,66.81,Japan,Tokyo Stock Exchange,JPY
ZBH,ZIMMER BIOMET HOLDINGS INC,Health Care,Equity,26467753.35,0.01831,26467753.35,320239,82.65,United States,New York Stock Exchange Inc.,USD
BRO,BROWN & BROWN INC,Financials,Equity,26381318.34,0.01825,26381318.34,472953,55.78,United States,New York Stock Exchange Inc.,USD
INVH,INVITATION HOMES INC,Real Estate,Equity,26360632.32,0.01824,26360632.32,925584,28.48,United States,New York Stock Exchange Inc.,USD
WY,WEYERHAEUSER REIT,Real Estate,Equity,26305853.15,0.0182,26305853.15,1126589,23.35,United States,New York Stock Exchange Inc.,USD
SGSN,SGS SA,Industrials,Equity,26294110.57,0.01819,26294110.57,243146,108.14,Switzerland,SIX Swiss Exchange,CHF
MG,MAGNA INTERNATIONAL INC,Consumer Discretionary,Equity,26242048.91,0.01815,26242048.91,414395,63.33,Canada,Toronto Stock Exchange,CAD
MAA,MID AMERICA APARTMENT COMMUNITIES,Real Estate,Equity,26152635.42,0.01809,26152635.42,205554,127.23,United States,New York Stock Exchange Inc.,USD
DSY,DASSAULT SYSTEMES,Information Technology,Equity,26138659.01,0.01808,26138659.01,1140912,22.91,France,Nyse Euronext - Euronext Paris,EUR
INCY,INCYTE CORP,Health Care,Equity,25926037.02,0.01793,25926037.02,265554,97.63,United States,NASDAQ,USD
RDDT,REDDIT INC CLASS A,Communication,Equity,25872274.89,0.0179,25872274.89,165519,156.31,United States,New York Stock Exchange Inc.,USD
NVR,NVR INC,Consumer Discretionary,Equity,25852456.11,0.01788,25852456.11,4551,5680.61,United States,New York Stock Exchange Inc.,USD
HEIA,HEICO CORP CLASS A,Industrials,Equity,25835365,0.01787,25835365,116114,222.5,United States,New York Stock Exchange Inc.,USD
1801,TAISEI CORP,Industrials,Equity,25739570.71,0.01781,25739570.71,253698,101.46,Japan,Tokyo Stock Exchange,JPY
9735,SECOM LTD,Industrials,Equity,25739767.96,0.01781,25739767.96,665786,38.66,Japan,Tokyo Stock Exchange,JPY
1812,KAJIMA CORP,Industrials,Equity,25709900.59,0.01779,25709900.59,657167,39.12,Japan,Tokyo Stock Exchange,JPY
ZS,ZSCALER INC,Information Technology,Equity,25561232.2,0.01768,25561232.2,166306,153.7,United States,NASDAQ,USD
NVMI,NOVA LTD,Information Technology,Equity,25501335.01,0.01764,25501335.01,46503,548.38,Israel,Tel Aviv Stock Exchange,ILS
SAAB B,SAAB CLASS B,Industrials,Equity,25460959.83,0.01761,25460959.83,483867,52.62,Sweden,Nasdaq Omx Nordic,SEK
NHY,NORSK HYDRO,Materials,Equity,25348967.2,0.01754,25348967.2,2192745,11.56,Norway,Oslo Bors Asa,NOK
DSFIR,DSM FIRMENICH AG,Materials,Equity,25335543.05,0.01753,25335543.05,319932,79.19,Netherlands,Euronext Amsterdam,EUR
9503,KANSAI ELECTRIC POWER INC,Utilities,Equity,25303428.12,0.0175,25303428.12,1706080,14.83,Japan,Tokyo Stock Exchange,JPY
ESS,ESSEX PROPERTY TRUST REIT INC,Real Estate,Equity,25238866.17,0.01746,25238866.17,93989,268.53,United States,New York Stock Exchange Inc.,USD
ESSITY B,ESSITY CLASS B,Consumer Staples,Equity,25187975.56,0.01742,25187975.56,953093,26.43,Sweden,Nasdaq Omx Nordic,SEK
4543,TERUMO CORP,Health Care,Equity,25093844.26,0.01736,25093844.26,2056200,12.2,Japan,Tokyo Stock Exchange,JPY
WKL,WOLTERS KLUWER NV,Industrials,Equity,25061489.05,0.01734,25061489.05,367662,68.16,Netherlands,Euronext Amsterdam,EUR
5016,JX ADVANCED METALS CORP,Materials,Equity,25035025.45,0.01732,25035025.45,890300,28.12,Japan,Tokyo Stock Exchange,JPY
HNR1,HANNOVER RUECK,Financials,Equity,25043723.39,0.01732,25043723.39,90854,275.65,Germany,Xetra,EUR
MRU,METRO INC,Consumer Staples,Equity,25004629.75,0.0173,25004629.75,386672,64.67,Canada,Toronto Stock Exchange,CAD
LOGN,LOGITECH INTERNATIONAL SA,Information Technology,Equity,25000744.27,0.01729,25000744.27,241094,103.7,Switzerland,SIX Swiss Exchange,CHF
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,Equity,24956014.75,0.01726,24956014.75,492715,50.65,United States,New York Stock Exchange Inc.,USD
IP,INTERNATIONAL PAPER,Materials,Equity,24890150.8,0.01722,24890150.8,787663,31.6,United States,New York Stock Exchange Inc.,USD
URW,UNIBAIL RODAMCO WE STAPLED UNITS,Real Estate,Equity,24809732.7,0.01716,24809732.7,209273,118.55,France,Nyse Euronext - Euronext Paris,EUR
1925,DAIWA HOUSE INDUSTRY LTD,Real Estate,Equity,24782653.74,0.01714,24782653.74,863652,28.7,Japan,Tokyo Stock Exchange,JPY
4507,SHIONOGI LTD,Health Care,Equity,24742597.49,0.01712,24742597.49,1272080,19.45,Japan,Tokyo Stock Exchange,JPY
BR,BROADRIDGE FINANCIAL SOLUTIONS INC,Industrials,Equity,24681862.35,0.01707,24681862.35,172155,143.37,United States,New York Stock Exchange Inc.,USD
WPC,W. P. CAREY REIT INC,Real Estate,Equity,24553065.86,0.01699,24553065.86,333194,73.69,United States,New York Stock Exchange Inc.,USD
REG,REGENCY CENTERS REIT CORP,Real Estate,Equity,24481866.84,0.01694,24481866.84,318277,76.92,United States,NASDAQ,USD
SCG,SCENTRE GROUP,Real Estate,Equity,24390028.42,0.01687,24390028.42,9220259,2.65,Australia,Asx - All Markets,AUD
PST,POSTE ITALIANE,Financials,Equity,24303246.69,0.01681,24303246.69,853469,28.48,Italy,Borsa Italiana,EUR
6594,NIDEC CORP,Industrials,Equity,24249178.92,0.01677,24249178.92,1427200,16.99,Japan,Tokyo Stock Exchange,JPY
S63,SINGAPORE TECHNOLOGIES ENGINEERING,Industrials,Equity,24234006.2,0.01676,24234006.2,2936300,8.25,Singapore,Singapore Exchange,SGD
TSCO,TRACTOR SUPPLY,Consumer Discretionary,Equity,24198967.81,0.01674,24198967.81,793669,30.49,United States,NASDAQ,USD
STLAM,STELLANTIS NV,Consumer Discretionary,Equity,24072413.99,0.01665,24072413.99,3075193,7.83,Italy,Borsa Italiana,EUR
ARX,ARC RESOURCES LTD,Energy,Equity,24073339.03,0.01665,24073339.03,1070745,22.48,Canada,Toronto Stock Exchange,CAD
9532,OSAKA GAS LTD,Utilities,Equity,24007547.26,0.01661,24007547.26,661211,36.31,Japan,Tokyo Stock Exchange,JPY
823,LINK REAL ESTATE INVESTMENT TRUST,Real Estate,Equity,24009189.07,0.01661,24009189.07,4481639,5.36,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
EMA,EMERA INC,Utilities,Equity,24015624.05,0.01661,24015624.05,459257,52.29,Canada,Toronto Stock Exchange,CAD
9104,MITSUI OSK LINES LTD,Industrials,Equity,23970422.08,0.01658,23970422.08,642400,37.31,Japan,Tokyo Stock Exchange,JPY
EDP,EDP ENERGIAS DE PORTUGAL SA,Utilities,Equity,23922426.11,0.01655,23922426.11,4654893,5.14,Portugal,Nyse Euronext - Euronext Lisbon,EUR
6504,FUJI ELECTRIC LTD,Industrials,Equity,23912074.36,0.01654,23912074.36,245000,97.6,Japan,Tokyo Stock Exchange,JPY
6,POWER ASSETS HOLDINGS LTD,Utilities,Equity,23901522.46,0.01653,23901522.46,2866865,8.34,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
MAS,MASCO CORP,Industrials,Equity,23847859.68,0.0165,23847859.68,349368,68.26,United States,New York Stock Exchange Inc.,USD
WN,GEORGE WESTON LTD,Consumer Staples,Equity,23858246.96,0.0165,23858246.96,342269,69.71,Canada,Toronto Stock Exchange,CAD
TRMB,TRIMBLE INC,Information Technology,Equity,23813646.24,0.01647,23813646.24,427074,55.76,United States,NASDAQ,USD
RTO,RENTOKIL INITIAL PLC,Industrials,Equity,23761585.31,0.01644,23761585.31,3702754,6.42,United Kingdom,London Stock Exchange,GBP
TRN,TERNA RETE ELETTRICA NAZIONALE,Utilities,Equity,23745475.44,0.01643,23745475.44,2046510,11.6,Italy,Borsa Italiana,EUR
IEX,IDEX CORP,Industrials,Equity,23725210.6,0.01641,23725210.6,112229,211.4,United States,New York Stock Exchange Inc.,USD
NDSN,NORDSON CORP,Industrials,Equity,23685341.68,0.01638,23685341.68,84506,280.28,United States,NASDAQ,USD
9101,NIPPON YUSEN,Industrials,Equity,23602949.19,0.01633,23602949.19,685400,34.44,Japan,Tokyo Stock Exchange,JPY
1113,CK ASSET HOLDINGS LTD,Real Estate,Equity,23542951.08,0.01629,23542951.08,3580540,6.58,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
SPSN,SWISS PRIME SITE AG,Real Estate,Equity,23540452.84,0.01628,23540452.84,142673,165,Switzerland,SIX Swiss Exchange,CHF
CNA,CENTRICA PLC,Utilities,Equity,23494976.5,0.01625,23494976.5,8617058,2.73,United Kingdom,London Stock Exchange,GBP
TLS,TELSTRA GROUP LTD,Communication,Equity,23457139.97,0.01623,23457139.97,6100639,3.85,Australia,Asx - All Markets,AUD
SUI,SUN COMMUNITIES REIT INC,Real Estate,Equity,23403427.32,0.01619,23403427.32,192036,121.87,United States,New York Stock Exchange Inc.,USD
EG,EVEREST GROUP LTD,Financials,Equity,23377968.2,0.01617,23377968.2,67180,347.99,United States,New York Stock Exchange Inc.,USD
7832,BANDAI NAMCO HOLDINGS INC,Consumer Discretionary,Equity,23351501.47,0.01615,23351501.47,970800,24.05,Japan,Tokyo Stock Exchange,JPY
SSNC,SS AND C TECHNOLOGIES HOLDINGS INC,Industrials,Equity,23211394.18,0.01606,23211394.18,357814,64.87,United States,NASDAQ,USD
3407,ASAHI KASEI CORP,Materials,Equity,23141409.62,0.01601,23141409.62,2116656,10.93,Japan,Tokyo Stock Exchange,JPY
CCH,COCA COLA HBC AG,Consumer Staples,Equity,23142579.49,0.01601,23142579.49,411370,56.26,United Kingdom,London Stock Exchange,GBP
WCP,WHITECAP RESOURCES INC,Energy,Equity,23127687.08,0.016,23127687.08,1961425,11.79,Canada,Toronto Stock Exchange,CAD
S32,SOUTH32 LTD,Materials,Equity,23110888.89,0.01599,23110888.89,7201875,3.21,Australia,Asx - All Markets,AUD
7012,KAWASAKI HEAVY INDUSTRIES LTD,Industrials,Equity,23105423.5,0.01598,23105423.5,1155600,19.99,Japan,Tokyo Stock Exchange,JPY
PNFP,PINNACLE FINANCIAL PARTNERS INC,Financials,Equity,23088081.28,0.01597,23088081.28,241912,95.44,United States,New York Stock Exchange Inc.,USD
SHL,SIEMENS HEALTHINEERS AG,Health Care,Equity,22980387.27,0.0159,22980387.27,576810,39.84,Germany,Xetra,EUR
CHF,CHF CASH,Cash and/or Derivatives,Cash,22939405.94,0.01587,22939405.94,17962702,127.71,Switzerland,--,CHF
PHOE,PHOENIX FINANCIAL LTD,Financials,Equity,22933943.49,0.01587,22933943.49,346637,66.16,Israel,Tel Aviv Stock Exchange,ILS
KIM,KIMCO REALTY REIT CORP,Real Estate,Equity,22901816.82,0.01584,22901816.82,987999,23.18,United States,New York Stock Exchange Inc.,USD
NLY,ANNALY CAPITAL MANAGEMENT REIT INC,Financials,Equity,22782211.74,0.01576,22782211.74,1036026,21.99,United States,New York Stock Exchange Inc.,USD
J,JACOBS SOLUTIONS INC,Industrials,Equity,22788796,0.01576,22788796,202100,112.76,United States,New York Stock Exchange Inc.,USD
RCI.B,ROGERS COMMUNICATIONS NON-VOTING I,Communication,Equity,22705644.15,0.01571,22705644.15,635985,35.7,Canada,Toronto Stock Exchange,CAD
DECK,DECKERS OUTDOOR CORP,Consumer Discretionary,Equity,22617580.35,0.01565,22617580.35,238155,94.97,United States,New York Stock Exchange Inc.,USD
UU.,UNITED UTILITIES GROUP PLC,Utilities,Equity,22567436.88,0.01561,22567436.88,1210111,18.65,United Kingdom,London Stock Exchange,GBP
RI,PERNOD RICARD SA,Consumer Staples,Equity,22548919.92,0.0156,22548919.92,315657,71.44,France,Nyse Euronext - Euronext Paris,EUR
SUN,SUNCORP GROUP LTD,Financials,Equity,22537316.32,0.01559,22537316.32,1821421,12.37,Australia,Asx - All Markets,AUD
NESTE,NESTE,Energy,Equity,22444728.01,0.01553,22444728.01,673786,33.31,Finland,Nasdaq Omx Helsinki Ltd.,EUR
4661,ORIENTAL LAND LTD,Consumer Discretionary,Equity,22163324.8,0.01533,22163324.8,1631000,13.59,Japan,Tokyo Stock Exchange,JPY
GIB.A,CGI INC CLASS A,Information Technology,Equity,22138670.43,0.01531,22138670.43,355776,62.23,Canada,Toronto Stock Exchange,CAD
SRG,SNAM,Utilities,Equity,22042366.78,0.01525,22042366.78,2977578,7.4,Italy,Borsa Italiana,EUR
2503,KIRIN HOLDINGS LTD,Consumer Staples,Equity,22044538.37,0.01525,22044538.37,1380960,15.96,Japan,Tokyo Stock Exchange,JPY
CHTR,CHARTER COMMUNICATIONS INC CLASS A,Communication,Equity,22019588,0.01523,22019588,148781,148,United States,NASDAQ,USD
1802,OBAYASHI CORP,Industrials,Equity,21879005.82,0.01514,21879005.82,972472,22.5,Japan,Tokyo Stock Exchange,JPY
GWO,GREAT WEST LIFECO INC,Financials,Equity,21794714.04,0.01508,21794714.04,387081,56.31,Canada,Toronto Stock Exchange,CAD
GEN,GEN DIGITAL INC,Information Technology,Equity,21744810.3,0.01504,21744810.3,938085,23.18,United States,NASDAQ,USD
APA,APA GROUP UNITS,Utilities,Equity,21706484.83,0.01502,21706484.83,2817372,7.7,Australia,Asx - All Markets,AUD
DOC,HEALTHPEAK PROPERTIES INC,Real Estate,Equity,21682514.28,0.015,21682514.28,1108513,19.56,United States,New York Stock Exchange Inc.,USD
FPH,FISHER AND PAYKEL HEALTHCARE CORPO,Health Care,Equity,21636309.56,0.01497,21636309.56,1069582,20.23,New Zealand,New Zealand Exchange Ltd,NZD
LULU,LULULEMON ATHLETICA INC,Consumer Discretionary,Equity,21631727.16,0.01496,21631727.16,178686,121.06,United States,NASDAQ,USD
IAG,INSURANCE AUSTRALIA GROUP LTD,Financials,Equity,21492246.09,0.01487,21492246.09,3773701,5.7,Australia,Asx - All Markets,AUD
9531,TOKYO GAS LTD,Utilities,Equity,21463165.13,0.01485,21463165.13,512346,41.89,Japan,Tokyo Stock Exchange,JPY
PNR,PENTAIR,Industrials,Equity,21392467.2,0.0148,21392467.2,285690,74.88,United States,New York Stock Exchange Inc.,USD
ORSTED,ORSTED A/S,Utilities,Equity,21332910.63,0.01476,21332910.63,839661,25.41,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
GPC,GENUINE PARTS,Consumer Discretionary,Equity,21341174.58,0.01476,21341174.58,219582,97.19,United States,New York Stock Exchange Inc.,USD
BG,BAWAG GROUP AG,Financials,Equity,21299817.83,0.01473,21299817.83,123134,172.98,Austria,Wiener Boerse Ag,EUR
AGS,AGEAS SA,Financials,Equity,21262259.33,0.01471,21262259.33,265171,80.18,Belgium,Nyse Euronext - Euronext Brussels,EUR
HEN3,HENKEL & KGAA PREF AG,Consumer Staples,Equity,21199801.01,0.01467,21199801.01,284848,74.43,Germany,Xetra,EUR
WSO,WATSCO INC,Industrials,Equity,21185961.44,0.01466,21185961.44,50918,416.08,United States,New York Stock Exchange Inc.,USD
AGN,AEGON LTD,Financials,Equity,21188943.8,0.01466,21188943.8,2500168,8.48,Netherlands,Euronext Amsterdam,EUR
KRZ,KERRY GROUP PLC,Consumer Staples,Equity,21190889.91,0.01466,21190889.91,249902,84.8,Ireland,Irish Stock Exchange - All Market,EUR
OKTA,OKTA INC CLASS A,Information Technology,Equity,21195061.3,0.01466,21195061.3,261506,81.05,United States,NASDAQ,USD
DKS,DICKS SPORTING INC,Consumer Discretionary,Equity,21147436.86,0.01463,21147436.86,95491,221.46,United States,New York Stock Exchange Inc.,USD
TRI,THOMSON REUTERS CORP,Industrials,Equity,21137758.01,0.01462,21137758.01,267224,79.1,Canada,Toronto Stock Exchange,CAD
2502,ASAHI GROUP HOLDINGS LTD,Consumer Staples,Equity,20994244.03,0.01452,20994244.03,2174286,9.66,Japan,Tokyo Stock Exchange,JPY
TRU,TRANSUNION,Industrials,Equity,20960397.24,0.0145,20960397.24,316718,66.18,United States,New York Stock Exchange Inc.,USD
TEN,TENARIS SA,Energy,Equity,20965018.78,0.0145,20965018.78,666277,31.47,Italy,Borsa Italiana,EUR
CDW,CDW CORP,Information Technology,Equity,20902957.6,0.01446,20902957.6,204610,102.16,United States,NASDAQ,USD
ZBRA,ZEBRA TECHNOLOGIES CORP CLASS A,Information Technology,Equity,20870740.3,0.01444,20870740.3,80863,258.1,United States,NASDAQ,USD
HEI,HEICO CORP,Industrials,Equity,20825163.45,0.01441,20825163.45,70083,297.15,United States,New York Stock Exchange Inc.,USD
AVY,AVERY DENNISON CORP,Materials,Equity,20826385.23,0.01441,20826385.23,130893,159.11,United States,New York Stock Exchange Inc.,USD
CAD,CAD CASH,Cash and/or Derivatives,Cash,20792778.58,0.01438,20792778.58,28549525,72.83,Canada,--,CAD
RKT,ROCKET COMPANIES INC CLASS A,Financials,Equity,20719880.16,0.01433,20719880.16,1450972,14.28,United States,New York Stock Exchange Inc.,USD
KOG,KONGSBERG GRUPPEN,Industrials,Equity,20705747.4,0.01432,20705747.4,654427,31.64,Norway,Oslo Bors Asa,NOK
TEAM,ATLASSIAN CORP CLASS A,Information Technology,Equity,20506500.3,0.01419,20506500.3,253605,80.86,United States,NASDAQ,USD
H,HYDRO ONE LTD,Utilities,Equity,20452228.99,0.01415,20452228.99,479951,42.61,Canada,Toronto Stock Exchange,CAD
8473,SBI HOLDINGS INC,Financials,Equity,20443633.37,0.01414,20443633.37,1053800,19.4,Japan,Tokyo Stock Exchange,JPY
TEL2 B,TELE2 B,Communication,Equity,20322335.45,0.01406,20322335.45,1044917,19.45,Sweden,Nasdaq Omx Nordic,SEK
MONC,MONCLER,Consumer Discretionary,Equity,20310978.56,0.01405,20310978.56,341507,59.47,Italy,Borsa Italiana,EUR
EDV,ENDEAVOUR MINING,Materials,Equity,20249978.76,0.01401,20249978.76,307667,65.82,United Kingdom,London Stock Exchange,GBP
KNIN,KUEHNE UND NAGEL INTERNATIONAL AG,Industrials,Equity,20219308.6,0.01399,20219308.6,90784,222.72,Switzerland,SIX Swiss Exchange,CHF
METSO,METSO CORPORATION,Industrials,Equity,20221949.23,0.01399,20221949.23,1146577,17.64,Finland,Nasdaq Omx Helsinki Ltd.,EUR
CSGP,COSTAR GROUP INC,Real Estate,Equity,20194938.4,0.01397,20194938.4,634064,31.85,United States,NASDAQ,USD
TYL,TYLER TECHNOLOGIES INC,Information Technology,Equity,20136458.24,0.01393,20136458.24,67328,299.08,United States,New York Stock Exchange Inc.,USD
EN,BOUYGUES SA,Industrials,Equity,20078246.85,0.01389,20078246.85,332372,60.41,France,Nyse Euronext - Euronext Paris,EUR
RPM,RPM INTERNATIONAL INC,Materials,Equity,20033581.46,0.01386,20033581.46,203614,98.39,United States,New York Stock Exchange Inc.,USD
GGG,GRACO INC,Industrials,Equity,20024748.36,0.01385,20024748.36,261693,76.52,United States,New York Stock Exchange Inc.,USD
8795,T&D HOLDINGS INC,Financials,Equity,19999371.53,0.01384,19999371.53,790305,25.31,Japan,Tokyo Stock Exchange,JPY
APTV,APTIV PLC,Consumer Discretionary,Equity,19996113.76,0.01383,19996113.76,347396,57.56,United States,New York Stock Exchange Inc.,USD
COO,COOPER INC,Health Care,Equity,19862725.56,0.01374,19862725.56,328962,60.38,United States,NASDAQ,USD
TIH,TOROMONT INDUSTRIES LTD,Industrials,Equity,19782843.45,0.01369,19782843.45,120440,164.25,Canada,Toronto Stock Exchange,CAD
8601,DAIWA SECURITIES GROUP INC,Financials,Equity,19729797.65,0.01365,19729797.65,2111075,9.35,Japan,Tokyo Stock Exchange,JPY
FNF,FIDELITY NATIONAL FINANCIAL INC,Financials,Equity,19699468.11,0.01363,19699468.11,412209,47.79,United States,New York Stock Exchange Inc.,USD
TELIA,TELIA COMPANY,Communication,Equity,19687763.68,0.01362,19687763.68,3726356,5.28,Sweden,Nasdaq Omx Nordic,SEK
SCHP,SCHINDLER HOLDING PAR AG,Industrials,Equity,19632037.03,0.01358,19632037.03,58541,335.36,Switzerland,SIX Swiss Exchange,CHF
GDDY,GODADDY INC CLASS A,Information Technology,Equity,19494837.04,0.01349,19494837.04,229432,84.97,United States,New York Stock Exchange Inc.,USD
SMIN,SMITHS GROUP PLC,Industrials,Equity,19468540.24,0.01347,19468540.24,568862,34.22,United Kingdom,London Stock Exchange,GBP
LISN,CHOCOLADEFABRIKEN LINDT & SPRUENGL,Consumer Staples,Equity,19472702.89,0.01347,19472702.89,159,122469.83,Switzerland,SIX Swiss Exchange,CHF
KRX,KINGSPAN GROUP PLC,Industrials,Equity,19425995.37,0.01344,19425995.37,218409,88.94,Ireland,Irish Stock Exchange - All Market,EUR
DSCT,ISRAEL DISCOUNT BANK LTD,Financials,Equity,19414703.39,0.01343,19414703.39,1835825,10.58,Israel,Tel Aviv Stock Exchange,ILS
7733,OLYMPUS CORP,Health Care,Equity,19418624.68,0.01343,19418624.68,1697600,11.44,Japan,Tokyo Stock Exchange,JPY
1928,SEKISUI HOUSE LTD,Consumer Discretionary,Equity,19333321.31,0.01337,19333321.31,893213,21.64,Japan,Tokyo Stock Exchange,JPY
ASRNL,ASR NEDERLAND NV,Financials,Equity,19304956.52,0.01335,19304956.52,243779,79.19,Netherlands,Euronext Amsterdam,EUR
RO,ROCHE HOLDING AG,Health Care,Equity,19272450.55,0.01333,19272450.55,45982,419.13,Switzerland,SIX Swiss Exchange,CHF
ELE,ENDESA SA,Utilities,Equity,19009309.38,0.01315,19009309.38,445283,42.69,Spain,Bolsa De Madrid,EUR
EQH,EQUITABLE HOLDINGS INC,Financials,Equity,18982671.32,0.01313,18982671.32,446441,42.52,United States,New York Stock Exchange Inc.,USD
DKK,DKK CASH,Cash and/or Derivatives,Cash,18891515.39,0.01307,18891515.39,120866971,15.63,Denmark,--,DKK
SVT,SEVERN TRENT PLC,Utilities,Equity,18847049.89,0.01304,18847049.89,445974,42.26,United Kingdom,London Stock Exchange,GBP
AKRBP,AKER BP,Energy,Equity,18727514.7,0.01296,18727514.7,511722,36.6,Norway,Oslo Bors Asa,NOK
LYC,LYNAS RARE EARTHS LTD,Materials,Equity,18718680.95,0.01295,18718680.95,1442855,12.97,Australia,Asx - All Markets,AUD
TW,TRADEWEB MARKETS INC CLASS A,Financials,Equity,18681152.82,0.01292,18681152.82,170169,109.78,United States,NASDAQ,USD
YAR,YARA INTERNATIONAL,Materials,Equity,18641743.58,0.0129,18641743.58,327416,56.94,Norway,Oslo Bors Asa,NOK
CG,CARLYLE GROUP INC,Financials,Equity,18644303.52,0.0129,18644303.52,372588,50.04,United States,NASDAQ,USD
GLPI,GAMING AND LEISURE PROPERTIES REIT,Real Estate,Equity,18631668.66,0.01289,18631668.66,397518,46.87,United States,NASDAQ,USD
6988,NITTO DENKO CORP,Materials,Equity,18572006.54,0.01285,18572006.54,964555,19.25,Japan,Tokyo Stock Exchange,JPY
STMN,STRAUMANN HOLDING AG,Health Care,Equity,18581182.2,0.01285,18581182.2,174168,106.69,Switzerland,SIX Swiss Exchange,CHF
GALP,GALP ENERGIA SGPS SA CLASS B,Energy,Equity,18439359.9,0.01276,18439359.9,815872,22.6,Portugal,Nyse Euronext - Euronext Lisbon,EUR
J36,JARDINE MATHESON HOLDINGS LTD,Industrials,Equity,18444312.48,0.01276,18444312.48,255603,72.16,Hong Kong,Singapore Exchange,USD
MKC,MCCORMICK & CO NON-VOTING INC,Consumer Staples,Equity,18319777.39,0.01267,18319777.39,393889,46.51,United States,New York Stock Exchange Inc.,USD
8697,JAPAN EXCHANGE GROUP INC,Financials,Equity,18206936.67,0.0126,18206936.67,1595200,11.41,Japan,Tokyo Stock Exchange,JPY
SN.,SMITH AND NEPHEW PLC,Health Care,Equity,18200396.64,0.01259,18200396.64,1222579,14.89,United Kingdom,London Stock Exchange,GBP
AUD,AUD CASH,Cash and/or Derivatives,Cash,18123841.02,0.01254,18123841.02,25076224,72.28,Australia,--,AUD
CHKP,CHECK POINT SOFTWARE TECHNOLOGIES,Information Technology,Equity,18030645.75,0.01247,18030645.75,149943,120.25,Israel,NASDAQ,USD
